timestamp,station_id,temperature,temperature_corrected,pressure,pressure_corrected,humidity,humidity_corrected,anomaly_score,confidence,severity,root_cause_label,is_flagged,is_anomaly,anomaly_type
2026-08-29 17:00:00,AWS_SHIMLA,20.7,18.8,806.1,806.25,88.0,95.0,0.24991114624092747,0.2916222397871304,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 17:00:00,AWS_NOIDA,33.3,33.3,976.7,976.7,60.0,60.0,0.05647902335426279,0.028239511677131394,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 17:00:00,AWS_GURGAON,33.3,33.3,974.2,974.2,61.0,61.0,0.12740222163040754,0.23036777748187043,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 17:00:00,AWS_DELHI,33.8,33.8,975.1,975.1,54.0,54.0,0.058988792215662354,0.19616106277449782,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 17:00:00,AWS_JAISALMER,33.4,33.4,974.5,974.5,50.0,50.0,0.010299816385567602,0.005149908192783801,Normal,none,False,False,none
2026-08-29 17:00:00,AWS_KOCHI,27.9,27.9,1010.4,1010.4,84.0,84.0,0.002563246406123364,0.001281623203061682,Normal,none,False,False,none
2026-08-29 18:00:00,AWS_JAISALMER,32.0,32.0,974.4,974.4,55.0,55.0,0.025142711674824417,0.012571355837412208,Normal,none,False,False,none
2026-08-29 18:00:00,AWS_GURGAON,32.2,32.2,974.2,974.2,69.0,69.0,0.09577431626686526,0.2145538248000993,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 18:00:00,AWS_BLR,23.9,23.9,911.3,911.3,71.0,71.0,0.0025909005159158865,0.0012954502579579433,Normal,none,False,False,none
2026-08-29 18:00:00,AWS_SHIMLA,19.2,18.8,805.9,806.25,94.0,95.0,0.25554803831711737,0.2944406858252253,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 18:00:00,AWS_KOCHI,27.3,27.3,1011.0,1011.0,87.0,87.0,0.01747832257506319,0.008739161287531595,Normal,none,False,False,none
2026-08-29 18:00:00,AWS_NOIDA,31.8,31.8,976.7,976.7,68.0,68.0,0.06447046233270115,0.032235231166350575,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 18:00:00,AWS_DELHI,32.5,32.5,975.1,975.1,65.0,65.0,0.12154510245395857,0.3941058845603126,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 19:00:00,AWS_SHIMLA,18.5,18.8,805.7,806.25,99.0,95.0,0.24044204379898235,0.2868876885661578,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 19:00:00,AWS_KOCHI,27.2,27.2,1011.8,1011.8,89.0,89.0,0.01897348547729525,0.009486742738647625,Normal,none,False,False,none
2026-08-29 19:00:00,AWS_DELHI,31.9,31.9,975.5,975.5,70.0,70.0,0.04876850713005821,0.024384253565029105,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 19:00:00,AWS_JAISALMER,30.5,30.5,974.5,974.5,60.0,60.0,0.017261567976514625,0.008630783988257312,Normal,none,False,False,none
2026-08-29 19:00:00,AWS_BLR,23.6,23.6,911.9,911.9,73.0,73.0,0.0101908195741022,0.0050954097870511,Normal,none,False,False,none
2026-08-29 19:00:00,AWS_NOIDA,31.4,31.4,977.1,977.1,70.0,70.0,0.023256440031045864,0.011628220015522932,Normal,none,False,False,none
2026-08-29 19:00:00,AWS_GURGAON,31.0,31.0,974.6,974.6,74.0,74.0,0.04259372430276289,0.021296862151381445,Normal,none,False,False,none
2026-08-29 20:00:00,AWS_NOIDA,30.6,30.6,977.7,977.7,73.0,73.0,0.0368365617605084,0.0184182808802542,Normal,none,False,False,none
2026-08-29 20:00:00,AWS_KOCHI,27.0,27.0,1012.5,1012.5,90.0,90.0,0.010270016629564605,0.005135008314782303,Normal,none,False,False,none
2026-08-29 20:00:00,AWS_BLR,23.3,23.3,912.8,912.8,72.0,72.0,0.028438919254598183,0.014219459627299091,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 20:00:00,AWS_SHIMLA,18.3,18.5,806.1,806.1500000000001,100.0,96.0,0.23529780920180177,0.28431557126756757,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 20:00:00,AWS_JAISALMER,29.8,29.8,975.2,975.2,62.0,62.0,0.02444310103316438,0.01222155051658219,Normal,none,False,False,none
2026-08-29 20:00:00,AWS_GURGAON,29.8,29.8,975.3,975.3,78.0,78.0,0.04547643601661904,0.02273821800830952,Normal,none,False,False,none
2026-08-29 20:00:00,AWS_DELHI,31.0,31.0,976.1,976.1,74.0,74.0,0.05072030649829464,0.02536015324914732,Normal,Unclassified multivariate anomaly (novel pattern flagged by ML),False,False,none
2026-08-29 21:00:00,AWS_NOIDA,29.9,29.9,978.6,978.6,75.0,75.0,0.052772672933582135,0.026386336466791067,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 21:00:00,AWS_GURGAON,29.9,29.9,975.9,975.9,71.0,71.0,0.05389198322428594,0.02694599161214297,Normal,Data spike: implausible instantaneous jump,False,False,none
2026-08-29 21:00:00,AWS_BLR,22.4,22.4,913.1,913.1,76.0,76.0,0.01086561147433967,0.005432805737169835,Normal,none,False,False,none
2026-08-29 21:00:00,AWS_KOCHI,26.7,26.7,1012.8,1012.8,92.0,92.0,0.00198217447165078,0.00099108723582539,Normal,none,False,False,none
2026-08-29 21:00:00,AWS_DELHI,30.6,30.6,976.9,976.9,74.0,74.0,0.03203835037118559,0.016019175185592795,Normal,none,False,False,none
2026-08-29 21:00:00,AWS_JAISALMER,29.3,29.3,975.7,975.7,64.0,64.0,0.004768595288492959,0.0023842976442464796,Normal,none,False,False,none
2026-08-29 21:00:00,AWS_SHIMLA,18.2,18.5,806.3,806.1500000000001,99.0,96.0,0.22995482893614666,0.28164408113474,Low,Sensor fault: reading outside physically possible range,True,False,none
2026-08-29 22:00:00,AWS_DELHI,30.0,30.0,976.9,976.9,75.0,75.0,0.01455084036670693,0.007275420183353465,Normal,none,False,False,none
2026-08-29 22:00:00,AWS_NOIDA,29.4,29.4,978.6,978.6,79.0,79.0,0.032638844377749505,0.016319422188874753,Normal,none,False,False,none
2026-08-29 22:00:00,AWS_BLR,21.8,21.8,913.3,913.3,79.0,79.0,0.004847520990102804,0.002423760495051402,Normal,none,False,False,none
2026-08-29 22:00:00,AWS_GURGAON,29.5,29.5,976.0,976.0,72.0,72.0,0.012737085098280806,0.006368542549140403,Normal,none,False,False,none
2026-08-29 22:00:00,AWS_KOCHI,26.2,26.2,1013.0,1013.0,95.0,95.0,0.027285925827930685,0.013642962913965342,Normal,none,False,False,none
